id,booking_date,origin,destination,dep_date,dep_time,pax,fare_choice
36275,20170414,BOM,DEL,20170612,900,1,Deal
36276,20170512,GOI,BOM,20170612,1835,3,Deal
36277,20170602,BOM,DEL,20170612,700,1,Saver
36278,20170610,BLR,BOM,20170612,855,1,Flex
36279,20170610,MAA,BOM,20170612,545,3,Classic
36280,20170603,BOM,DEL,20170612,900,1,Saver
36281,20170611,BOM,BLR,20170612,1800,1,Classic
36282,20170522,HYD,BOM,20170612,1830,1,Deal
36283,20170605,BOM,BLR,20170612,2020,1,Saver
36284,20170509,BOM,DEL,20170612,1630,1,Deal
36285,20170607,HYD,BOM,20170612,720,1,Classic
36286,20170611,BOM,CCU,20170612,705,1,Saver
36287,20170608,MAA,BOM,20170612,810,1,Classic
36288,20170608,DEL,BOM,20170612,1615,1,Saver
36289,20170519,MAA,BOM,20170612,1920,1,Deal
36290,20170429,BOM,MAA,20170612,705,1,Deal
36291,20170610,BOM,CCU,20170612,605,1,Classic
36292,20170611,DEL,BOM,20170612,1030,1,Classic
36293,20170611,HYD,BOM,20170612,2130,1,Flex
36294,20170612,MAA,DEL,20170612,1340,1,Flex
36295,20170612,BLR,DEL,20170612,1745,2,Classic
36296,20170612,CCU,BOM,20170612,1845,1,Classic
36297,20170523,BOM,DEL,20170612,800,1,Deal
36298,20170606,MAA,BOM,20170612,700,1,Classic
36299,20170509,HYD,BOM,20170612,720,1,Deal
36300,20170608,DEL,BOM,20170612,1240,5,Saver
36301,20170608,MAA,DEL,20170612,1340,1,Classic
36302,20170526,BLR,BOM,20170612,700,2,Saver
36303,20170527,DEL,BOM,20170612,1400,1,Saver
36304,20170610,DEL,MAA,20170612,1100,1,Flex
36305,20170421,BLR,DEL,20170612,1745,5,Deal
36306,20170325,CCU,BOM,20170612,1145,2,Deal
36307,20170517,BLR,DEL,20170612,700,1,Deal
36308,20170517,BOM,CCU,20170612,1750,5,Saver
36309,20170608,BOM,BLR,20170612,1800,1,Saver
36310,20170601,DEL,BOM,20170612,1745,3,Saver
36311,20170612,BOM,DEL,20170612,955,2,Deal
36312,20170521,BOM,BLR,20170612,2130,2,Deal
36313,20170507,BLR,DEL,20170612,700,4,Deal
36314,20170611,MAA,BOM,20170612,1120,1,Classic
36315,20170611,BOM,DEL,20170612,2055,1,Classic
36316,20170529,BOM,DEL,20170612,700,1,Saver
36317,20170419,DEL,BOM,20170612,1500,1,Deal
36318,20170607,BLR,BOM,20170612,2035,1,Saver
36319,20170607,DEL,CCU,20170612,1750,1,Classic
36320,20170607,BOM,MAA,20170612,2040,2,Classic
36321,20170406,MAA,BOM,20170612,700,1,Deal
36322,20170531,DEL,BOM,20170612,1815,1,Saver
36323,20170519,BOM,BLR,20170612,840,2,Deal
36324,20170609,BOM,CCU,20170612,815,1,Classic
36325,20170609,MAA,BOM,20170612,810,1,Flex
36326,20170609,GOI,BOM,20170612,430,5,Classic
36327,20170607,DEL,BOM,20170612,945,1,Classic
36328,20170607,HYD,BOM,20170612,915,1,Classic
36329,20170605,BOM,DEL,20170612,1105,2,Deal
36330,20170526,BLR,BOM,20170612,855,1,Saver
36331,20170609,DEL,BLR,20170612,1625,1,Classic
36332,20170609,CCU,BOM,20170612,145,1,Classic
36333,20170609,BOM,DEL,20170612,1105,1,Classic
36334,20170506,MAA,BOM,20170612,1545,1,Deal
36335,20170610,BLR,BOM,20170612,1815,1,Classic
36336,20170603,BOM,DEL,20170612,700,2,Classic
36337,20170610,CCU,BOM,20170612,1610,3,Classic
36338,20170611,DEL,BOM,20170612,1400,1,Classic
36339,20170612,DEL,CCU,20170612,1750,1,Flex
36340,20170606,BLR,BOM,20170612,700,1,Classic
36341,20170611,DEL,BOM,20170612,1030,1,Classic
36342,20170605,MAA,BOM,20170612,700,1,Classic
36343,20170605,HYD,BOM,20170612,720,1,Classic
36344,20170612,DEL,BOM,20170612,1500,1,Classic
36345,20170508,CCU,BOM,20170612,1145,1,Deal
36346,20170606,CCU,BOM,20170612,1845,1,Classic
36347,20170411,BLR,DEL,20170612,1105,2,Deal
36348,20170521,CCU,BOM,20170612,145,1,Saver
36349,20170611,BLR,DEL,20170612,1745,1,Classic
36350,20170611,DEL,BOM,20170612,1030,1,Classic
36351,20170612,BLR,BOM,20170612,1815,1,Classic
36352,20170605,BOM,DEL,20170612,800,1,Saver
36353,20170530,MAA,BOM,20170612,700,1,Saver
36354,20170523,BOM,MAA,20170612,305,1,Deal
36355,20170522,MAA,DEL,20170612,1340,1,Saver
36356,20170612,DEL,BLR,20170612,2140,1,Classic
36357,20170612,BOM,DEL,20170612,1630,1,Classic
36358,20170509,GOI,BOM,20170612,430,2,Deal
36359,20170527,CCU,BOM,20170612,1405,1,Saver
36360,20170507,BOM,BLR,20170612,840,1,Saver
36361,20170529,DEL,CCU,20170612,525,1,Classic
36362,20170612,DEL,BOM,20170612,1815,1,Classic
36363,20170529,BOM,DEL,20170612,700,1,Saver
36364,20170612,DEL,BOM,20170612,2050,1,Classic
36365,20170523,BOM,DEL,20170612,955,1,Deal
36366,20170523,GOI,BOM,20170612,705,4,Saver
36367,20170407,CCU,BOM,20170612,925,1,Deal
36368,20170611,BOM,MAA,20170612,305,1,Deal
36369,20170612,BLR,BOM,20170612,545,1,Saver
36370,20170605,BOM,DEL,20170612,700,1,Saver
36371,20170509,MAA,BOM,20170612,1310,3,Deal
36372,20170608,BOM,DEL,20170612,1105,1,Classic
36373,20170612,BLR,DEL,20170612,1510,1,Classic
36374,20170612,DEL,CCU,20170612,1750,1,Flex
36375,20170516,DEL,CCU,20170612,1050,1,Deal
36376,20170603,HYD,BOM,20170612,915,1,Saver
36377,20170520,DEL,CCU,20170612,1050,1,Saver
36378,20170610,BOM,DEL,20170612,830,1,Classic
36379,20170504,DEL,BLR,20170612,750,1,Deal
36380,20170611,BOM,MAA,20170612,305,1,Deal
36381,20170605,GOI,BOM,20170612,1435,1,Classic
36382,20170605,BLR,BOM,20170612,545,1,Classic
36383,20170522,BOM,BLR,20170612,1455,1,Deal
36384,20170522,BOM,CCU,20170612,1750,1,Saver
36385,20170612,BLR,BOM,20170612,2150,1,Classic
36386,20170531,HYD,BOM,20170612,2130,1,Saver
36387,20170531,GOI,BOM,20170612,705,1,Classic
36388,20170607,DEL,CCU,20170612,1050,1,Flex
36389,20170607,MAA,DEL,20170612,1820,1,Classic
36390,20170413,DEL,CCU,20170612,1050,3,Deal
36391,20170608,BLR,BOM,20170612,1815,1,Classic
36392,20170608,BOM,CCU,20170612,815,1,Classic
36393,20170608,DEL,BOM,20170612,1030,1,Saver
36394,20170601,BOM,DEL,20170612,1630,1,Saver
36395,20170608,BLR,DEL,20170612,920,2,Classic
36396,20170608,CCU,BOM,20170612,1845,1,Classic
36397,20170608,DEL,BLR,20170612,705,1,Classic
36398,20170609,BLR,BOM,20170612,1120,1,Classic
36399,20170612,BOM,BLR,20170612,1800,1,Saver
36400,20170609,DEL,MAA,20170612,1100,1,Flex
36401,20170507,BLR,DEL,20170612,555,1,Deal
36402,20170517,MAA,BOM,20170612,1120,2,Saver
36403,20170609,DEL,BLR,20170612,705,1,Classic
36404,20170602,DEL,BOM,20170612,705,1,Classic
36405,20170609,MAA,DEL,20170612,630,1,Flex
36406,20170609,DEL,BOM,20170612,1135,2,Classic
36407,20170610,BOM,DEL,20170612,955,1,Classic
36408,20170610,BOM,DEL,20170612,2055,1,Classic
36409,20170305,BLR,DEL,20170612,1510,3,Deal
36410,20170212,DEL,BOM,20170612,2245,1,Deal
36411,20170327,DEL,BOM,20170612,945,1,Deal
36412,20170514,DEL,BLR,20170612,2140,2,Deal
36413,20170611,BLR,DEL,20170612,1745,2,Classic
36414,20170612,DEL,MAA,20170612,1100,1,Saver
36415,20170612,BLR,DEL,20170612,1745,1,Classic
36416,20170612,DEL,BLR,20170612,1830,1,Classic
36417,20170523,BOM,DEL,20170612,700,1,Deal
36418,20170504,DEL,BLR,20170612,750,1,Deal
36419,20170531,BOM,MAA,20170612,1055,1,Saver
36420,20170607,BOM,BLR,20170612,2020,1,Saver
36421,20170608,HYD,BOM,20170612,2130,1,Classic
36422,20170421,BLR,DEL,20170612,1745,1,Deal
36423,20170607,BOM,BLR,20170612,2020,1,Saver
36424,20170607,BOM,DEL,20170612,1105,1,Saver
36425,20170608,MAA,DEL,20170612,1820,1,Classic
36426,20170608,BOM,DEL,20170612,300,1,Saver
36427,20170608,BOM,CCU,20170612,1255,1,Classic
36428,20170608,DEL,BLR,20170612,1830,1,Classic
36429,20170609,BLR,BOM,20170612,1120,1,Classic
36430,20170609,BOM,DEL,20170612,605,1,Classic
36431,20170609,CCU,BOM,20170612,1845,1,Classic
36432,20170609,GOI,BOM,20170612,1310,1,Classic
36433,20170607,BOM,BLR,20170612,840,1,Classic
36434,20170607,BLR,BOM,20170612,2150,2,Saver
36435,20170524,MAA,BOM,20170612,1120,1,Saver
36436,20170607,CCU,BOM,20170612,620,1,Classic
36437,20170530,DEL,MAA,20170612,850,1,Deal
36438,20170608,CCU,BOM,20170612,1610,1,Classic
36439,20170609,DEL,BLR,20170612,705,1,Classic
36440,20170611,GOI,BOM,20170612,1310,1,Classic
36441,20170610,DEL,BLR,20170612,1625,1,Classic
36442,20170610,BLR,BOM,20170612,545,4,Flex
36443,20170610,HYD,BOM,20170612,1940,1,Classic
36444,20170607,HYD,BOM,20170612,720,1,Classic
36445,20170508,GOI,BOM,20170612,1435,1,Deal
36446,20170612,BLR,BOM,20170612,1615,1,Classic
36447,20170531,DEL,MAA,20170612,850,1,Deal
36448,20170327,MAA,DEL,20170612,1030,3,Deal
36449,20170531,BOM,DEL,20170612,300,1,Saver
36450,20170524,GOI,BOM,20170612,1835,1,Saver
36451,20170524,GOI,BOM,20170612,430,1,Saver
36452,20170607,HYD,BOM,20170612,2130,1,Classic
36453,20170519,DEL,CCU,20170612,1050,1,Saver
36454,20170526,DEL,BOM,20170612,1030,2,Saver
36455,20170611,MAA,DEL,20170612,1030,1,Flex
36456,20170609,BLR,BOM,20170612,1120,1,Classic
36457,20170612,BLR,BOM,20170612,1815,1,Deal
36458,20170429,DEL,BLR,20170612,705,4,Deal
36459,20170603,CCU,BOM,20170612,1145,1,Saver
36460,20170610,CCU,BOM,20170612,620,1,Flex
36461,20170510,DEL,BLR,20170612,1830,2,Deal
36462,20170517,DEL,MAA,20170612,650,1,Deal
36463,20170504,DEL,CCU,20170612,1750,1,Deal
36464,20170602,DEL,CCU,20170612,730,1,Classic
36465,20170602,BLR,BOM,20170612,545,1,Saver
36466,20170609,BLR,BOM,20170612,1120,1,Classic
36467,20170609,DEL,BLR,20170612,705,1,Classic
36468,20170513,MAA,DEL,20170612,1930,1,Deal
36469,20170517,DEL,MAA,20170612,650,1,Deal
36470,20170607,DEL,BOM,20170612,1745,1,Saver
36471,20170601,BOM,CCU,20170612,705,1,Saver
36472,20170608,MAA,BOM,20170612,1545,1,Classic
36473,20170608,DEL,BLR,20170612,1625,1,Classic
36474,20170526,BOM,DEL,20170612,730,1,Saver
36475,20170609,DEL,BLR,20170612,1450,1,Classic
36476,20170520,BOM,DEL,20170612,2055,1,Deal
36477,20170513,DEL,BLR,20170612,2045,1,Deal
36478,20170610,GOI,BOM,20170612,1310,3,Classic
36479,20170610,CCU,BOM,20170612,1405,1,Classic
36480,20170603,MAA,BOM,20170612,810,1,Classic
36481,20170603,BLR,DEL,20170612,1745,1,Saver
36482,20170504,MAA,BOM,20170612,1310,2,Deal
36483,20170427,DEL,BLR,20170612,1450,1,Deal
36484,20170612,DEL,BLR,20170612,1830,1,Classic
36485,20170612,GOI,BOM,20170612,1835,1,Saver
36486,20170606,DEL,MAA,20170612,850,1,Classic
36487,20170607,BLR,DEL,20170612,1945,1,Classic
36488,20170612,BOM,BLR,20170612,2020,1,Saver
36489,20170505,CCU,BOM,20170612,145,1,Deal
36490,20170519,HYD,BOM,20170612,1940,3,Deal
36491,20170609,BOM,MAA,20170612,835,1,Flex
36492,20170609,DEL,CCU,20170612,1750,1,Flex
36493,20170610,CCU,BOM,20170612,1405,2,Classic
36494,20170610,CCU,BOM,20170612,2120,2,Classic
36495,20170610,CCU,BOM,20170612,145,1,Classic
36496,20170611,DEL,BOM,20170612,1945,1,Classic
36497,20170605,BLR,BOM,20170612,1615,2,Saver
36498,20170605,MAA,BOM,20170612,545,1,Classic
36499,20170329,DEL,BLR,20170612,705,2,Deal
36500,20170518,BLR,BOM,20170612,1615,1,Saver
36501,20170608,BOM,CCU,20170612,605,2,Classic
36502,20170601,DEL,BLR,20170612,705,1,Saver
36503,20170525,MAA,BOM,20170612,1545,2,Saver
36504,20170519,DEL,BLR,20170612,750,1,Saver
36505,20170526,DEL,BOM,20170612,1030,1,Saver
36506,20170610,DEL,BOM,20170612,800,1,Flex
36507,20170503,DEL,CCU,20170612,1750,1,Deal
36508,20170607,MAA,BOM,20170612,1805,1,Classic
36509,20170427,BLR,DEL,20170612,750,2,Deal
36510,20170525,DEL,CCU,20170612,730,1,Saver
36511,20170608,BOM,DEL,20170612,900,1,Saver
36512,20170608,DEL,BOM,20170612,705,2,Flex
36513,20170519,CCU,BOM,20170612,145,1,Saver
36514,20170609,DEL,CCU,20170612,1750,1,Flex
36515,20170610,CCU,BOM,20170612,2120,1,Classic
36516,20170528,MAA,BOM,20170612,700,1,Saver
36517,20170521,CCU,BOM,20170612,145,1,Saver
36518,20170602,BOM,BLR,20170612,2020,3,Deal
36519,20170501,BOM,CCU,20170612,1255,2,Saver
36520,20170612,BLR,BOM,20170612,1615,1,Classic
36521,20170605,BLR,DEL,20170612,700,2,Classic
36522,20170508,GOI,BOM,20170612,1435,2,Deal
36523,20170605,BOM,CCU,20170612,815,1,Classic
36524,20170509,HYD,BOM,20170612,915,2,Deal
36525,20170329,DEL,BLR,20170612,705,2,Deal
36526,20170425,BLR,DEL,20170612,1745,2,Deal
36527,20170604,BOM,BLR,20170612,840,1,Saver
36528,20170612,MAA,DEL,20170612,1340,1,Flex
36529,20170610,DEL,MAA,20170612,2055,2,Flex
36530,20170611,BOM,MAA,20170612,305,1,Classic
36531,20170522,BOM,DEL,20170612,730,2,Deal
36532,20170605,DEL,BLR,20170612,1830,1,Classic
36533,20170612,BOM,BLR,20170612,1455,1,Classic
36534,20170502,BOM,MAA,20170612,705,1,Deal
36535,20170507,DEL,MAA,20170612,2055,2,Deal
36536,20170611,DEL,BOM,20170612,1945,1,Classic
36537,20170611,MAA,DEL,20170612,1030,1,Flex
36538,20170612,BOM,CCU,20170612,2035,1,Classic
36539,20170328,DEL,BOM,20170612,1400,1,Deal
36540,20170606,BOM,MAA,20170612,1325,1,Classic
36541,20170523,BOM,DEL,20170612,1630,1,Deal
36542,20170608,BOM,DEL,20170612,900,1,Saver
36543,20170525,BLR,BOM,20170612,1120,1,Saver
36544,20170608,MAA,DEL,20170612,1820,1,Classic
36545,20170428,HYD,BOM,20170612,915,1,Deal
36546,20170602,BOM,MAA,20170612,705,1,Classic
36547,20170609,DEL,BLR,20170612,1830,1,Classic
36548,20170609,BLR,BOM,20170612,1120,1,Classic
36549,20170411,BLR,DEL,20170612,1105,1,Deal
36550,20170329,BOM,DEL,20170612,900,1,Deal
36551,20170607,BLR,DEL,20170612,750,1,Classic
36552,20170511,MAA,DEL,20170612,1820,1,Deal
36553,20170608,BOM,BLR,20170612,2130,1,Saver
36554,20170512,DEL,BOM,20170612,705,1,Saver
36555,20170602,BOM,CCU,20170612,705,1,Saver
36556,20170609,BLR,DEL,20170612,1945,1,Classic
36557,20170609,MAA,BOM,20170612,1920,1,Classic
36558,20170609,MAA,BOM,20170612,545,1,Classic
36559,20170520,DEL,CCU,20170612,730,1,Saver
36560,20170610,BLR,DEL,20170612,750,1,Flex
36561,20170324,BOM,BLR,20170612,840,1,Deal
36562,20170612,DEL,BLR,20170612,1625,1,Saver
36563,20170611,DEL,BOM,20170612,800,1,Flex
36564,20170508,BOM,CCU,20170612,705,1,Deal
36565,20170516,MAA,BOM,20170612,1310,1,Deal
36566,20170510,BOM,DEL,20170612,1300,1,Deal
36567,20170607,MAA,BOM,20170612,1120,1,Classic
36568,20170601,BOM,DEL,20170612,730,1,Saver
36569,20170608,HYD,BOM,20170612,720,1,Classic
36570,20170526,BOM,MAA,20170612,1525,1,Saver
36571,20170609,DEL,MAA,20170612,1100,1,Flex
36572,20170609,MAA,BOM,20170612,1545,1,Classic
36573,20170609,MAA,DEL,20170612,1340,1,Flex
36574,20170610,BOM,BLR,20170612,2130,1,Classic
36575,20170521,BOM,CCU,20170612,1255,1,Saver
36576,20170611,DEL,CCU,20170612,1750,1,Flex
36577,20170611,DEL,BOM,20170612,1135,2,Classic
36578,20170612,MAA,BOM,20170612,1545,1,Classic
36579,20170525,BOM,CCU,20170612,1255,1,Saver
36580,20170518,DEL,MAA,20170612,1100,4,Deal
36581,20170427,CCU,BOM,20170612,620,1,Deal
36582,20170609,DEL,BLR,20170612,705,2,Classic
36583,20170519,BOM,DEL,20170612,900,1,Deal
36584,20170610,BOM,DEL,20170612,900,1,Classic
36585,20170610,DEL,BOM,20170612,800,1,Flex
36586,20170610,DEL,CCU,20170612,1750,1,Flex
36587,20170611,BOM,CCU,20170612,605,1,Classic
36588,20170604,DEL,BOM,20170612,1915,1,Saver
36589,20170611,GOI,BOM,20170612,1310,2,Classic
36590,20170605,BLR,BOM,20170612,700,1,Classic
36591,20170530,BOM,BLR,20170612,840,1,Saver
36592,20170606,MAA,BOM,20170612,810,1,Classic
36593,20170509,CCU,BOM,20170612,145,1,Deal
36594,20170509,HYD,BOM,20170612,720,1,Deal
36595,20170415,BLR,DEL,20170612,1945,1,Deal
36596,20170603,MAA,BOM,20170612,810,1,Saver
36597,20170513,DEL,BLR,20170612,2045,5,Deal
36598,20170610,CCU,BOM,20170612,2120,1,Classic
36599,20170610,BOM,CCU,20170612,2035,1,Classic
36600,20170610,BOM,DEL,20170612,700,1,Classic
36601,20170611,BOM,DEL,20170612,800,1,Classic
36602,20170611,DEL,BOM,20170612,1030,1,Classic
36603,20170611,DEL,CCU,20170612,1050,1,Flex
36604,20170612,BLR,BOM,20170612,2150,1,Classic
36605,20170418,MAA,DEL,20170612,1340,2,Deal
36606,20170606,GOI,BOM,20170612,430,1,Classic
36607,20170411,BLR,DEL,20170612,1105,2,Deal
36608,20170610,DEL,BOM,20170612,1400,1,Classic
36609,20170513,BLR,DEL,20170612,1105,4,Deal
36610,20170610,BLR,DEL,20170612,1745,1,Classic
36611,20170611,CCU,BOM,20170612,145,1,Classic
36612,20170604,BOM,DEL,20170612,1700,1,Saver
36613,20170507,BLR,DEL,20170612,750,1,Deal
36614,20170605,BOM,BLR,20170612,840,1,Saver
36615,20170612,BOM,DEL,20170612,1700,1,Deal
36616,20170325,CCU,BOM,20170612,925,2,Deal
36617,20170315,GOI,BOM,20170612,1835,2,Deal
36618,20170608,BLR,BOM,20170612,700,1,Flex
36619,20170608,GOI,BOM,20170612,430,7,Classic
36620,20170512,DEL,BLR,20170612,2140,1,Deal
36621,20170609,GOI,BOM,20170612,705,1,Classic
36622,20170609,DEL,BOM,20170612,800,1,Flex
36623,20170609,BOM,DEL,20170612,1800,1,Classic
36624,20170504,DEL,BLR,20170612,750,1,Deal
36625,20170527,CCU,BOM,20170612,925,1,Saver
36626,20170528,DEL,BOM,20170612,1615,3,Saver
36627,20170611,CCU,BOM,20170612,1610,2,Classic
36628,20170521,HYD,BOM,20170612,2130,1,Deal
36629,20170501,BOM,CCU,20170612,1255,1,Deal
36630,20170602,BOM,DEL,20170612,1105,2,Deal
36631,20170602,BOM,BLR,20170612,2020,1,Deal
36632,20170606,BOM,BLR,20170612,840,1,Saver
36633,20170606,BOM,DEL,20170612,800,1,Saver
36634,20170606,BOM,DEL,20170612,605,1,Saver
36635,20170607,BOM,DEL,20170612,1915,1,Saver
36636,20170511,GOI,BOM,20170612,1835,5,Deal
36637,20170504,BOM,DEL,20170612,1700,1,Deal
36638,20170609,DEL,BLR,20170612,705,1,Classic
36639,20170609,DEL,BLR,20170612,705,1,Classic
36640,20170610,DEL,BLR,20170612,1625,2,Classic
36641,20170610,BLR,BOM,20170612,1120,1,Classic
36642,20170423,MAA,DEL,20170612,1340,1,Deal
36643,20170612,DEL,MAA,20170612,1100,1,Flex
36644,20170430,HYD,BOM,20170612,720,1,Deal
36645,20170611,MAA,BOM,20170612,1920,1,Classic
36646,20170612,BLR,BOM,20170612,1815,1,Classic
36647,20170509,DEL,BOM,20170612,800,1,Saver
36648,20170523,BOM,DEL,20170612,730,1,Deal
36649,20170523,BOM,DEL,20170612,730,1,Deal
36650,20170425,BLR,DEL,20170612,1745,1,Deal
36651,20170529,BOM,BLR,20170612,840,1,Saver
36652,20170612,DEL,MAA,20170612,2055,1,Flex
36653,20170612,MAA,BOM,20170612,2045,1,Classic
36654,20170612,MAA,DEL,20170612,1930,2,Flex
36655,20170523,BOM,DEL,20170612,955,1,Deal
36656,20170606,DEL,CCU,20170612,1050,1,Classic
36657,20170516,BLR,BOM,20170612,700,1,Saver
36658,20170610,BLR,BOM,20170612,855,1,Flex
36659,20170603,BOM,CCU,20170612,1255,2,Saver
36660,20170521,DEL,BOM,20170612,1135,2,Saver
36661,20170612,BOM,DEL,20170612,2055,2,Classic
36662,20170612,BOM,BLR,20170612,2130,2,Classic
36663,20170509,GOI,BOM,20170612,1435,1,Deal
36664,20170606,BOM,MAA,20170612,2040,1,Classic
36665,20170523,DEL,MAA,20170612,1600,1,Deal
36666,20170510,CCU,BOM,20170612,1145,1,Deal
36667,20170608,GOI,BOM,20170612,705,1,Classic
36668,20170601,HYD,BOM,20170612,1505,4,Saver
36669,20170609,BLR,DEL,20170612,555,1,Classic
36670,20170609,BOM,CCU,20170612,1905,1,Classic
36671,20170526,BLR,BOM,20170612,855,2,Saver
36672,20170609,DEL,BLR,20170612,705,1,Classic
36673,20170609,BLR,BOM,20170612,2150,1,Classic
36674,20170520,DEL,BOM,20170612,2245,1,Deal
36675,20170520,HYD,BOM,20170612,720,1,Deal
36676,20170605,BOM,CCU,20170612,1255,2,Classic
36677,20170509,BOM,CCU,20170612,705,1,Deal
36678,20170509,CCU,BOM,20170612,1145,2,Deal
36679,20170521,CCU,BOM,20170612,145,1,Saver
36680,20170611,DEL,BOM,20170612,1135,1,Classic
36681,20170602,CCU,BOM,20170612,1845,2,Saver
36682,20170531,DEL,MAA,20170612,850,1,Deal
36683,20170612,DEL,BLR,20170612,2045,1,Classic
36684,20170612,BLR,DEL,20170612,1745,1,Classic
36685,20170605,BLR,BOM,20170612,1815,1,Classic
36686,20170612,BLR,DEL,20170612,1945,1,Classic
36687,20170522,GOI,BOM,20170612,1310,1,Deal
36688,20170425,DEL,CCU,20170612,230,1,Deal
36689,20170515,CCU,BOM,20170612,620,1,Saver
36690,20170606,DEL,BLR,20170612,705,1,Classic
36691,20170330,HYD,BOM,20170612,1830,1,Deal
36692,20170611,GOI,BOM,20170612,1310,3,Classic
36693,20170522,BOM,DEL,20170612,700,1,Saver
36694,20170612,CCU,BOM,20170612,925,1,Flex
36695,20170612,BLR,DEL,20170612,1945,1,Classic
36696,20170605,BLR,BOM,20170612,1815,2,Classic
36697,20170502,HYD,BOM,20170612,720,1,Deal
36698,20160621,BLR,BOM,20170612,1820,1,Saver
36699,20170210,BOM,DEL,20170612,1300,2,Deal
36700,20170510,CCU,BOM,20170612,1405,1,Deal
36701,20170607,HYD,BOM,20170612,2130,2,Classic
36702,20170608,DEL,BOM,20170612,2050,1,Saver
36703,20170608,DEL,BOM,20170612,1030,1,Saver
36704,20170609,BLR,DEL,20170612,920,1,Classic
36705,20170503,BOM,CCU,20170612,1750,2,Deal
36706,20170609,BOM,DEL,20170612,1500,1,Classic
36707,20170609,DEL,BOM,20170612,2150,1,Classic
36708,20170520,DEL,MAA,20170612,2055,1,Deal
36709,20170610,CCU,BOM,20170612,1145,2,Classic
36710,20170607,BLR,DEL,20170612,555,1,Classic
36711,20170517,BOM,CCU,20170612,1750,1,Saver
36712,20170607,MAA,DEL,20170612,1930,1,Classic
36713,20170601,BOM,DEL,20170612,730,1,Saver
36714,20170610,DEL,BOM,20170612,2150,1,Classic
36715,20170610,DEL,MAA,20170612,1100,1,Flex
36716,20170324,BLR,BOM,20170612,2035,4,Deal
36717,20170524,GOI,BOM,20170612,705,1,Saver
36718,20170517,BLR,DEL,20170612,700,1,Deal
36719,20170607,MAA,DEL,20170612,1340,4,Classic
36720,20170608,MAA,BOM,20170612,700,1,Classic
36721,20170608,DEL,BOM,20170612,1500,1,Saver
36722,20170608,HYD,BOM,20170612,2130,1,Classic
36723,20170608,BOM,CCU,20170612,1255,1,Classic
36724,20170602,DEL,BLR,20170612,750,1,Saver
36725,20170609,BOM,BLR,20170612,1550,1,Classic
36726,20170609,BLR,DEL,20170612,700,1,Classic
36727,20170609,BLR,BOM,20170612,545,1,Classic
36728,20170527,CCU,BOM,20170612,925,2,Saver
36729,20170506,DEL,CCU,20170612,230,2,Deal
36730,20170520,DEL,MAA,20170612,1100,3,Saver
36731,20170610,BLR,BOM,20170612,1120,1,Classic
36732,20170610,BOM,MAA,20170612,1325,1,Classic
36733,20170610,DEL,BOM,20170612,1745,6,Classic
36734,20170412,BLR,DEL,20170612,920,1,Deal
36735,20170607,BOM,BLR,20170612,840,1,Classic
36736,20170607,BOM,CCU,20170612,230,2,Classic
36737,20170609,BOM,BLR,20170612,1800,1,Classic
36738,20170519,DEL,MAA,20170612,650,4,Deal
36739,20170512,CCU,BOM,20170612,145,1,Deal
36740,20170609,DEL,MAA,20170612,2055,1,Flex
36741,20170609,DEL,BOM,20170612,1030,1,Classic
36742,20170520,DEL,MAA,20170612,2055,1,Deal
36743,20170520,DEL,BOM,20170612,1945,2,Deal
36744,20170506,BLR,DEL,20170612,555,1,Deal
36745,20170610,BLR,BOM,20170612,1120,1,Classic
36746,20170514,BLR,DEL,20170612,1945,1,Deal
36747,20170604,MAA,DEL,20170612,630,1,Classic
36748,20170424,MAA,BOM,20170612,700,1,Deal
36749,20170515,MAA,BOM,20170612,700,4,Saver
36750,20170612,MAA,BOM,20170612,1805,1,Classic
36751,20170522,BOM,DEL,20170612,1630,1,Deal
36752,20170612,BOM,CCU,20170612,1750,1,Deal
36753,20170502,BLR,DEL,20170612,555,1,Deal
36754,20170523,BOM,MAA,20170612,1325,1,Deal
36755,20170606,GOI,BOM,20170612,430,1,Classic
36756,20170606,BOM,DEL,20170612,1500,1,Saver
36757,20170606,DEL,MAA,20170612,1100,1,Classic
36758,20170530,BLR,BOM,20170612,545,1,Saver
36759,20170606,BOM,CCU,20170612,1750,1,Classic
36760,20170606,DEL,BLR,20170612,750,1,Classic
36761,20170530,BOM,BLR,20170612,1800,1,Saver
36762,20170123,DEL,BOM,20170612,705,1,Deal
36763,20170601,BOM,DEL,20170612,300,1,Saver
36764,20170608,DEL,BLR,20170612,705,1,Classic
36765,20170609,BOM,DEL,20170612,730,1,Classic
36766,20170609,BLR,DEL,20170612,700,1,Classic
36767,20170505,BLR,DEL,20170612,555,2,Deal
36768,20170526,BOM,MAA,20170612,705,1,Saver
36769,20170609,BOM,DEL,20170612,730,1,Classic
36770,20170610,BLR,BOM,20170612,1615,1,Classic
36771,20170504,DEL,BLR,20170612,750,1,Deal
36772,20170531,DEL,MAA,20170612,1600,1,Classic
36773,20170607,GOI,BOM,20170612,430,1,Classic
36774,20170607,DEL,MAA,20170612,2055,1,Classic
36775,20170607,BOM,BLR,20170612,1800,1,Saver
36776,20170530,DEL,MAA,20170612,650,1,Classic
36777,20170427,BOM,DEL,20170612,1800,1,Deal
36778,20170609,DEL,MAA,20170612,2055,1,Flex
36779,20170609,HYD,BOM,20170612,2130,1,Classic
36780,20170608,BOM,DEL,20170612,2055,1,Saver
